origem,segmento,cnpj,razao_social,nome_fantasia,uf,municipio,situacao,data_situacao,data_inicio,capital_social,cnae_principal,email,ddd1,tel1,socios,score,sinal_grupo_spsav,sinal_site,sinal_nome,sinal_noticias,socio_comum,evidencia_site,evidencia_noticias
INCUMBENTE,Sociedade Distribuidora de TVM,37678915000160,FIDD DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,03,20260528,20200710,,6612602,PEDRO.SALMERON@FIDDGROUP.COM,11,23914190,PEDRO SALMERON CARVALHO | BIANCA BENEDETTI GALVAO DE ARAUJO BORSATO | FIDERE PARTICIPACOES SOCIETARIAS LTDA. | ALEXANDRE NOBORU CHARA | ANA RACY PARENTE,0,0,0,0,0,,"",erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,10280601000159,FIDUCIAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,FIDUCIAL DTVM,MG,4123,02,20080820,20080820,,6612602,CONTABIL@FIDUCIAL.COM.BR,31,21057606,ROMULO CEZAR PURRI | RICARDO MENDES PURRI | RODRIGO MENDES PURRI,0,0,0,0,0,,https://www.fiducial.com.br,"Não há evidências nos resultados da pesquisa que a 'FIDUCIAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026. As informações disponíveis da empresa se referem a serviços financeiros tradicionais e cobrança."
INCUMBENTE,Sociedade Corretora de TVM,03317692000194,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,"",SP,7107,02,20001028,19990803,,6612601,CONTABILIDADE@FINAXIS.COM.BR,41,30740909,MARIA CLAUDIA BELDI | FELIPE BORGES MOREIRA | LUIS LOCASPI | FELIPE CASTRO DEZOTTI | TIAGO BARBOSA ORSONI | RONALDO HIGA SOKEI,0,0,0,0,0,,https://corretora.finaxis.com.br,"Não foram encontradas evidências de que a FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026 com base nas informações disponíveis nas buscas realizadas."
INCUMBENTE,Sociedade Distribuidora de TVM,36266751000100,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,02,20200205,20200205,,6612602,CONTATO@FINVESTDTVM.COM.BR,11,35046800,MARCOS MORETTI | LUIS CLAUDIO GARCIA DE SOUZA | ANTONIO CORREA BOSCO,0,0,0,0,0,,https://www.finvestdtvm.com.br,"Não foram encontradas evidências diretas de que a FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA. tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026 nos resultados da busca."
INCUMBENTE,Sociedade Corretora de Câmbio,40353377000149,FOURTRADE CORRETORA DE CÂMBIO LTDA.,FOURTRADE CORRETORA DE CAMBIO,RJ,6001,02,20051103,19911204,,6612603,CONTABILIDADE@FOURTRADE.COM.BR,21,22163084,MAURICIO COSTA | LUIZ CARLOS BALDAN | JOAO PAULO ROLA,0,0,0,0,0,,https://www.fourtrade.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,28650236000192,GALAPAGOS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,GLPG DTVM,SP,7107,02,20170915,20170915,,6612602,COMPLIANCE@GLPGCAPITAL.COM,11,37772088,ARNALDO AUGUSTO DEQUECH CURVELLO | ROGERIO TOLEDO GOULART | MIGUEL RUSSO NETO | RAFAEL MAEDA IDERIHA | LUIS GUSTAVO PEREIRA,0,0,0,0,0,,https://www.galapagoscapital.com,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,10749264000104,GDC PARTNERS SERVIÇOS FIDUCIÁRIOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",RJ,6001,02,20090330,20090330,,6612602,JUAREZCOSTA@DCASF.COM.BR,21,24904305,JUAREZ CELIO DA GAMA DIAS COSTA | MITSI DA GAMA DIAS COSTA | MARCIO WAGNER DA SILVA,0,0,0,0,0,,"",erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,05816451000115,"GENIAL INSTITUCIONAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",BRASIL PLURAL,SP,7107,02,20030808,20030808,,6612601,ASSUNTOS.GERAIS@GENIAL.COM.VC,21,39233000,LUIS FELIPE LIMA COSTA | LUIS JOSE REBELLO DE RESENDE | MARCIO SOARES SIQUEIRA | MARIANA CORRELO JOBIM MALLET | RODRIGO HILTZ MARQUES | RODOLFO RIECHERT | ANDRE SCHWARTZ | ALDEIR SALVADORI | FLAVIA BARREIROS ROSALEM VICENTE | CINTIA SANT ANA DE OLIVEIRA | THENILLE CUPERTINO MOREIRA | IGHOR FELIPE DE ALMEIDA JACINTHO | ANA CLARA MONTEIRO RODRIGUES | ALEXANDRE MOREIRA CONDE | BERNARDO NOLASCO ROCHA | FABIO RODRIGO REIS OLIVEIRA | BERNARDO MARQUES DUARTE,0,0,0,0,0,,"",erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,10853017000145,GET MONEY SOCIEDADE CORRETORA DE CÂMBIO S.A.,GET MONEY,SP,7107,02,20090515,20090515,,6612603,ADMINISTRATIVO01@GETMONEY.COM.BR,11,30181880,VANESSA BLUM | EDIVALDO ROLDAO,0,0,0,0,0,,https://www.getmoney.com.br,"Não foram encontradas evidências de que a 'GET MONEY SOCIEDADE CORRETORA DE CÂMBIO S.A.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026."
INCUMBENTE,Sociedade Distribuidora de TVM,47227569000158,GLOBAL INVESTMENT SERVICES DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,02,20220720,20220720,,6612602,COMPLIANCE@MOGNODTVM.COM,11,23482000,MOGNO NEGOCIOS E PARTICIPACOES LTDA | CAIO FASANELLA KAIRALLA | NATALIA MONTE DE OLIVEIRA LIMA | EDSON MICALI JUNIOR,0,0,0,0,0,,https://www.mognodtvm.com,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,23010182000187,GOOD SOCIEDADE CORRETORA DE CÂMBIO LTDA.,"",RS,8801,02,20150720,20150720,,6612603,"",51,32313399,DEBORA FLORES GOMES | RC PARTICIPACOES SOCIETARIAS LTDA. | PATRICIA MOREIRA GUIMARAES | CLAUDIA MARIA SILVA DA SILVA GONCALVES,0,0,0,0,0,,https://www.goodcambio.com.br,"As buscas por informações sobre 'GOOD SOCIEDADE CORRETORA DE CÂMBIO LTDA.' (Good Câmbio) não indicam nenhum anúncio, lançamento ou construção de produtos ou serviços relacionados a criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026."
INCUMBENTE,Sociedade Distribuidora de TVM,37800856000151,GREEN ALTERNATIVE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,"",SP,7107,02,20200721,20200721,,6612602,VALERIA.TANIGUCHI@GREEN.COM.AI,11,55557820,RODRIGO COSTA MENNOCCHI | MARCELO GOMES CONDE | VALERIA MITIKO TANIGUCHI | EDUARDO GABRIEL,0,0,0,0,0,,https://www.green.com.ai,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,24074692000180,GUITTA CORRETORA DE CAMBIO LTDA.,"",SP,7107,02,20051103,19880819,,6612603,"",11,31163500,JULIO CESAR LETRA | EDUARDO SATIRO DOS SANTOS | CLEZIO CORNETA | NICOLAS BOUTRIS DOS SANTOS | BRUNO CESAR LETRA | FABIO GONCALVES CORNETA,0,0,0,0,0,,"","Não há evidências diretas nos resultados da pesquisa que a 'GUITTA CORRETORA DE CAMBIO LTDA.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026. As informações encontradas se referem à sua atuação como corretora de câmbio e ao cenário regulatório geral de criptoativos no Brasil no período."
INCUMBENTE,Sociedade Corretora de TVM,17312083000157,H H PICCHIONI S/A CORRETORA DE CAMBIO E VALORES MOBILIARIOS,"",MG,4123,02,20051022,19680105,,6612601,CONTABILIDADE@PICCHIONI.COM.BR,0031,02387159,HEITOR MASCARENHAS PICCHIONI | MARIVALDO COSTA CHAVES,0,0,0,0,0,,https://www.picchioni.com.br,erro: 'candidates'
INCUMBENTE,Banco de Investimento,34111187000112,HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.,"",SP,7107,02,20051103,19730731,,6432800,CONTATO@HAITONGIB.COM.BR,11,30747444,CARLOS JOSE CAETANO GUZZO | BIN XU | ROGERIO DALPIAN GRAZIOTTIN | ROGERIO PEREIRA,0,0,0,0,0,,"",erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,11406965000103,HAITONG DO BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,"",SP,7107,02,20091201,20091201,,6612602,CONTATO@HAITONGIB.COM.BR,11,30747444,CARLOS JOSE CAETANO GUZZO,0,0,0,0,0,,"",erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,33894445000111,HAITONG SECURITIES DO BRASIL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,"",SP,7107,02,20051103,19730105,,6612603,CONTATO@HAITONGIB.COM.BR,11,30747444,CARLOS JOSE CAETANO GUZZO,0,0,0,0,0,,"",erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,35470647000161,HEDGEPOINT GLOBAL MARKETS DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS LTDA.,HEDGEPOINT GLOBAL MARKETS,SP,6291,02,20191108,20191108,,6612602,BRZ-FINANCE@HEDGEPOINTGLOBAL.COM,11,98107447,HEDGEPOINT PARTICIPACOES FINANCEIRAS LTDA. | EDUARDO BOUZAN GUIMARAES ROEDEL | PATRICIA VILLAS BOAS AMARO,0,0,0,0,0,,https://www.hedgepointglobal.com,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,39669186000101,HEMERA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,HEMERA DTVM,PR,7535,02,20201104,20201104,,6612602,ATENDIMENTO@HEMERADTVM.COM.BR,41,31227300,GLEYSON DOS SANTOS | EDILBERTO PEREIRA | ALSIMAR DA COSTA NESI,0,0,0,0,0,,https://www.hemeradtvm.com.br,"As informações disponíveis sobre a HEMERA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA. para o período de 2024 a 2026 não indicam o anúncio, lançamento ou construção de algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex. A empresa se especializa em serviços para o mercado de capitais, como administração fiduciária, escrituração de ativos e distribuição de cotas."
INCUMBENTE,Banco Múltiplo,17453575000162,ICBC DO BRASIL BANCO MÚLTIPLO S.A.,ICBC BRASIL,SP,7107,02,20130104,20130104,,6422100,INFO@BR.ICBC.COM.CN,11,23956600,WENXIAN CHEN | SHUYI YUAN | RUIMING HAO | XIAO XIAO | YANG PENG | YONGBIN FANG | KAI XU | HONGBO LIU,0,0,0,0,0,,https://www.icbc.com.cn,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,16695922000109,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ID SERVICOS FINANCEIROS,SP,7107,02,20120808,20120808,,6612601,"",11,37041134,DAVID ROSSET | RODRIGO BALASSIANO | JONATAS CARDOSO BENIGNO DE OLIVEIRA | ERICK MARCEL PEDRAO SAYANS | LIDIANE DOS SANTOS CHICAROLLI DE SOUZA | PAULO GUILHERME SCATENA VIESTI | BEATRIZ FREITAS AZEVEDO DE CAMARGO | SAUDIR LUIZ FILIMBERTI,0,0,0,0,0,,https://idsf.com.br,"Não há evidências nos resultados da pesquisa que a 'ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026. As informações disponíveis descrevem suas atividades em administração fiduciária, custódia e distribuição de fundos de investimento e crédito privado."
INCUMBENTE,Sociedade Corretora de TVM,31749596000150,IDEAL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,"",SP,7107,02,20181011,20181011,,6612601,"",11,30143545,GREGORIO LARA DOS SANTOS MATAI | LEANDRO BOLSONI | NILSON GUILHERME WIRTH MONTEIRO | PETER MULLER ROMITI KLEIN,0,0,0,0,0,,https://www.idealctvm.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,00999403000196,INDUSTRIAL DO BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,02,20031018,19960105,,6612602,"","","",BANCO INDUSTRIAL DO BRASIL S/A | CM - INDUSTRIA E COMERCIO LTDA. | CARLOS ALBERTO MANSUR | EDUARDO BARCELOS GUIMARAES | ENRIQUE JOSE ZARAGOZA DUENA,0,0,0,0,0,,https://www.bancoindustrial.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,34978626000199,INTEGRAL ACCESS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,02,20190924,20190924,,6612602,COMPLIANCE@INTEGRALINVEST.COM.BR,11,31039999,ANTONIO HERMANN DIAS MENEZES DE AZEVEDO | ADRIANO BONI DE SOUZA | VITOR GUIMARAES BIDETTI | CARLOS MARIO FAGUNDES DE SOUZA FILHO | MARCELO GIRAUDON | MARIA LAURA LUCCHETTI BINGEMER | DANIEL PASSOS MIRAGLIA,0,0,0,0,0,,https://www.integralaccess.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,34265629000185,INTERCAM CORRETORA DE CÂMBIO LTDA.,INTERCAM,SP,7107,02,20051103,19710901,,6612603,"",11,32913589,ELOI DANTAS DOS SANTOS | JAIME DANTAS DOS SANTOS,0,0,0,0,0,,https://www.intercam.com.br,"Não foram encontradas evidências diretas de que a INTERCAM CORRETORA DE CÂMBIO LTDA. tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026. As informações disponíveis indicam que a Intercam atua como corretora de câmbio tradicional, oferecendo serviços como intermediação, transferências internacionais e câmbio turismo."
INCUMBENTE,Banco Múltiplo,55230916000120,INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO,"",SP,7107,02,20051103,19851230,,6422100,LUCIO.GARCIA@INTESASANPAOLO.COM,11,34653740,NICOLO PIAZZESE | NICCOLO MAFFEI | GIANFRANCO GIROMINI,0,0,0,0,0,,https://www.intesasanpaolobrasil.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,15489568000195,INTRA INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,"",SP,7107,02,20220401,20120424,,6612602,INTRA@INTRAINVESTIMENTOS.COM.BR,11,31985151,PAULO ROBERTO MERCADO JUNIOR | INTRA HOLDING FINANCEIRA SA | CLAUDIA HELENA BATISTA | DOMINGA ZILDA GUIMARAES SANTOS | HEIDY FERREIRA SANTANA,0,0,0,0,0,,https://www.intrader.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,17508380000172,INVEST SOCIEDADE CORRETORA DE CÂMBIO LTDA.,"",RS,8801,02,20130117,20130117,,6612603,LUIS@INVESTCAMBIO.COM.BR,51,21116212,DABINEI DA FONTOURA PIMENTEL | LUIS CARLOS CRUZ DE OLIVEIRA | CAROLINE CAVALHEIRO HIDALGO MARTINS,0,0,0,0,0,,https://investcambio.com.br,"Não foram encontradas evidências específicas de que a 'INVEST SOCIEDADE CORRETORA DE CÂMBIO LTDA.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026. A instituição é listada como uma corretora de câmbio autorizada a operar pelo Banco Central do Brasil, e corretoras de câmbio podem ser autorizadas a atuar como intermediárias e custodiantes de ativos virtuais, conforme as novas regulamentações do BCB."
INCUMBENTE,Sociedade Corretora de Câmbio,45056494000164,JM CORRETORA DE CÂMBIO LTDA.,JM CORRETORA DE CAMBIO,SP,7107,02,20220128,20220128,,6612603,CONTATO@JMCORRETORADECAMBIO.COM.BR,11,31478080,MARCOS ALEXANDRE AGUSTONI | JOAO CARLOS MENDES | GEORGE LUIS LEVY MENDES,0,0,0,0,0,,https://jmcorretoradecambio.com.br,"Não foram encontradas evidências de que a 'JM CORRETORA DE CÂMBIO LTDA.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026."
INCUMBENTE,Sociedade Corretora de Câmbio,63436443000140,KINEL FOREIGN EXCHANGE CORRETORA DE CÂMBIO LTDA.,KINEL FOREIGN EXCHANGE,SP,7107,02,20251030,20251030,,6612603,DIEGO.LIMA@TPGROUP.COM.BR,11,86274065,TOMAS MARTINS PEREZ | IGUA HOLDING FINANCEIRA LTDA | ROSEMEIRE BARBOSA ZOGBI VIEGAS,0,0,0,0,0,,https://www.tpgroup.com.br,erro: 'parts'
INCUMBENTE,Banco Múltiplo,01701201000189,KIRTON BANK S.A. - BANCO MÚLTIPLO,"",SP,6789,02,20051103,19970312,,6422100,"",11,36843884,VINICIUS URIAS FAVARAO | CASSIANO RICARDO SCARPELLI | MARCOS DANIEL BOLL | VINICIUS PANARO | ANTONIO CAMPANHA JUNIOR | DANILO LUIS DAMASCENO | CLAYTON NEVES XAVIER | CRISTIANO ADJUTO E CAMPOS | PATRICIA KESSLER DE ASSUMPCAO | MARCOS ALEXANDRE PINA CAVAGNOLI | CRISTIANO GOMES DE MOURA,0,0,0,0,0,,https://www.bradesco.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,71590442000183,LASTRO RDV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,RDV,SP,6165,02,20000825,19930909,,6612602,"","","",MARCO AURELIO RUSSO | GINO DELLA VOLPE | GILBERTO DELLA VOLPE | ADRIANA HERNANDES | FABIANE BORTOLANCA ROSOLEM | MARCOS HENRIQUE RUSSO,0,0,0,0,0,,https://www.lastro.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,45457891000148,LEV DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,02,20220225,20220225,,6612602,MARCELO.CERIZE@INVISTALEV.COM.BR,11,56432525,MARCELO CERIZE | LEV HOLDING FINANCEIRA SA | ANELISE CERIZZE MARCONDES,0,0,0,0,0,,https://www.lev.com.vc,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,50579044000196,LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.,"",SP,7107,02,20051103,19820625,,6612603,LEVYCAM@LEVYCAM.COM.BR,11,28139600,JOAO CARLOS CANTO KNEESE,0,0,0,0,0,,https://www.levycam.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,24361690000172,LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,"",SP,7107,02,20160311,20160311,,6612602,FINANCEIRO@LIMINEDTVM.COM.BR,11,28461166,ELTON CESAR PORPINO | NIVEA MARY YOSHIDA | EDUARDO PEREIRA ROCHA,0,0,0,0,0,,https://www.liminedtvm.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,40768766000135,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,02,20210209,20210209,,6612602,LIONSTRUST@LIONSTRUST.COM.BR,11,50535880,DANIEL FERRAZ DE ANDRADE SANCHEZ | MARCO ANTONIO BIAGIOTTI PISANI | LIONS TRUST PARTICIPACOES S.A. | CASTOAMOR SIMOES | MARCELO MAGALHAES MENDES | TATIANA NISKIER GAMPEL | ADRIANA MANTOVANI BASTOS ZUPPARDO,0,0,0,0,0,,https://www.lionstrust.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Corretora de Câmbio,15122605000122,LÚMINA CORRETORA DE CÂMBIO LTDA.,LUMINA CORRETORA DE CAMBIO,BA,3849,02,20120301,20120301,,6612603,DIRETORIA@LUMINACORRETORA.COM.BR,71,32372288,IOLANDA DE SOUSA RATTMANN | ISABELLA RATTMANN QUEIROZ,0,0,0,0,0,,https://www.luminacorretora.com.br,"Não foram encontradas evidências de que a LÚMINA CORRETORA DE CÂMBIO LTDA. tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026. A corretora foca em operações de câmbio de moedas estrangeiras tradicionais, transferências internacionais e cartões de viagem pré-pagos."
INCUMBENTE,Sociedade Distribuidora de TVM,87963450000168,MERCADO PAGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",RJ,6001,02,20050924,19811230,,6612602,JURIDICO@NIKOS.COM.BR,21,35141570,MERCADO CREDITO HOLDING FINANCEIRA LTDA. | ANDRE SANTOS DE REZENDE CHAVES | JOAO PAULO SANTIN LIMA | MARCIO APARECIDO DE SOUZA | IGNACIO ESTIVARIZ BARILATI | PATRICIA CAMARGO DE OLIVEIRA LEAL | DAVIDSON CASSEMIRO,0,0,0,0,0,,https://www.nikos.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,17364795000110,MERCANTIL DO BRASIL DISTRIBUIDORA S.A. - TÍTULOS E VALORES MOBILIÁRIOS,"",MG,4123,02,20051103,19711006,,6612602,MB.CONTROLADORIA@MERCANTIL.COM.BR,31,30576292,ATHAIDE VIEIRA DOS SANTOS | JOAO RUFINO DA SILVA | JOSE DIMAS ALEIXO | VALERIA DE ARAUJO FORESTI RIBEIRO,0,0,0,0,0,,"",erro: 'candidates'
INCUMBENTE,Sociedade Corretora de TVM,02670590000195,MERRILL LYNCH S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS,"",SP,7107,02,20031031,19980525,,6612601,DG.TAX_LITIGATION@BOFA.COM,11,21884000,PEDRO LOPES ASPRINO | EDUARDO ALCALAY | DANIEL FAZZOLARI | MARCELO ANCAO CHIOVATTO | EDUARDO BIANCHI ROLIM | AFONSO AUGUSTO DE AZEVEDO SOARES | DANIEL YUDI SASAHARA KONDO | CRISTIANA BRUSCHINI ALVES COSTA | ANA CAROLINA PALMERIO GENNARI,0,0,0,0,0,,https://www.bofabrasil.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,97447304000133,MOMENTO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,"",RJ,6001,02,20051103,19940413,,6612602,"",21,24722828,MYRIAN HELENA BARATA | MYRIAN CLAUDIA BARATA | MYRIAN LUCIA BARATA | JOSE JACOB BARATA | ESTRELLA BARATA,0,0,0,0,0,,https://www.saoclementesa.com.br,erro: 'candidates'
INCUMBENTE,Sociedade Distribuidora de TVM,12063256000127,MONETAR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,"",SP,7107,02,20100609,20100609,,6612602,FINANCEIRO@MONETAR.COM.BR,11,31656000,TIAGO AUGUSTO DAGUER EL HAOULI | APARECIDO DE SOUSA LIMA | TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA | LUIZ ALVARO DE PAIVA FERREIRA | ANDRE CUNHA DE SOUZA | MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA. | JOSE RICARDO PINHEIRO,0,0,0,0,0,,https://www.monetar.com.br,erro: 'candidates'
INCUMBENTE,Banco de Câmbio,08609934000137,MONEYCORP BANCO DE CÂMBIO S.A.,"",SP,7107,02,20061229,20061229,,6438701,"",11,30181830,DANIEL JOHN QUINN | LUCIANO ANDRE CARVALHO DA SILVA | EDUARDO MUNIZ JARDIM DA SILVA,0,0,0,0,0,,https://www.bancomoneycorp.com.br,"Não foram encontradas evidências de que a 'MONEYCORP BANCO DE CÂMBIO S.A.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026."
INCUMBENTE,Sociedade Corretora de Câmbio,34666362000138,MONOPÓLIO CORRETORA DE CÂMBIO LTDA.,"",PA,0427,02,20010520,19890320,,6612603,FINANCEIRO@MONOPOLIOCAMBIO.COM.BR,91,32424099,MEG LUNA SOARES HABER | GUSTAVO HABER FILHO | DYANNE ALINE DA SILVA MONTEIRO | MARIA ELIZANGELA SOUZA NUNES,0,0,0,0,0,,https://www.monopoliocambio.com.br,"Não foi encontrada nenhuma evidência de que a 'MONOPÓLIO CORRETORA DE CÂMBIO LTDA.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026 nos resultados da busca."
INCUMBENTE,Sociedade Corretora de TVM,04323351000194,MORGAN STANLEY CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,"",SP,7107,02,20031004,20010308,,6612601,GORETI.KAFER@MORGANSTANLEY.COM,11,30486053,HAROLDO DE OLIVEIRA FRANCA LEITE | JOAO VICENTE SOUTELLO CAMAROTA | EDUARDO JOSE MENDEZ | ARIANE JAREMCIUC SILVA | ALESSANDRA CRISTIANE VISIOLI KONDA | MARIA GORETI KAFER | ELAINE APARECIDA DE SOUZA OLIVEIRA | FABIO SARABIA,0,0,0,0,0,,https://www.morganstanley.com,"Não há evidências diretas nos resultados da pesquisa de que a 'MORGAN STANLEY CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.' tenha anunciado, lançado ou esteja construindo algo em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex no período de 2024 a 2026. As menções a atividades em criptoativos por parte do Morgan Stanley referem-se à atuação global da empresa, e não especificamente à sua corretora brasileira."
INCUMBENTE,Sociedade Distribuidora de TVM,41592532000142,MÉRITO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,MERITO DTVM LTDA,SP,7107,02,20210415,20210415,,6612602,CONTATO@MERITODTVM.COM.BR,11,33862555,ALEXANDRE GUILGER DESPONTIN | LUIGI MARIANI FILHO | MARCOS ALEXANDRE IKUNO | AMANDA BARREIROS GOMES | ALINE MATIAS MAIA,0,0,0,0,0,,https://www.meritodtvm.com.br,"As fontes pesquisadas sobre a Mérito Distribuidora de Títulos e Valores Mobiliários LTDA. no período de 2024 a 2026 indicam seu foco em fundos imobiliários e desenvolvimento imobiliário, sem mencionar envolvimento direto em criptoativos, ativos virtuais, tokenização, stablecoin ou Drex."
INCUMBENTE,Sociedade Corretora de Câmbio,18145784000101,NCC - SOCIEDADE CORRETORA DE CÂMBIO LTDA,NCC - CORRETORA DE CAMBIO.,SP,7107,02,20130520,20130520,,6612603,CORRETORA@NUMATUR.COM.BR,11,30826533,JOSE AUGUSTO GOMES DE FREITAS | PAULO AUGUSTO DE FREITAS | ANA PAULA DE FREITAS | ANDRE AUGUSTO DE FREITAS,0,0,0,0,0,,https://www.numatur.com.br,erro: 'candidates'
